CustomerID,Segment,City,Country,State,Market
1758,Consumer,Bronx,EE. UU.,NY,Africa
7884,Corporate,Greenville,EE. UU.,NC,Pacific Asia
289,Corporate,Morristown,EE. UU.,NJ,Pacific Asia
10081,Corporate,San Diego,EE. UU.,CA,Pacific Asia
1169,Corporate,Oxnard,EE. UU.,CA,Pacific Asia
1182,Corporate,Miami,EE. UU.,FL,Pacific Asia
717,Corporate,Albuquerque,EE. UU.,NM,Pacific Asia
20423,Corporate,Amarillo,EE. UU.,TX,Pacific Asia
5801,Corporate,Lutz,EE. UU.,FL,Pacific Asia
702,Corporate,Bend,EE. UU.,OR,Pacific Asia
6951,Corporate,East Brunswick,EE. UU.,NJ,Pacific Asia
6780,Corporate,Lancaster,EE. UU.,SC,Pacific Asia
6422,Corporate,Ontario,EE. UU.,CA,Pacific Asia
5384,Corporate,Houston,EE. UU.,TX,Pacific Asia
2985,Corporate,Hampton,EE. UU.,VA,Pacific Asia
18349,Corporate,New York,EE. UU.,NY,Pacific Asia
11286,Corporate,Porterville,EE. UU.,CA,Pacific Asia
489,Corporate,Portland,EE. UU.,OR,Pacific Asia
4510,Corporate,Strongsville,EE. UU.,OH,Pacific Asia
9626,Corporate,El Paso,EE. UU.,TX,Pacific Asia
9494,Corporate,Del Rio,EE. UU.,TX,Pacific Asia
1718,Corporate,Buffalo,EE. UU.,NY,Pacific Asia
5295,Corporate,Bountiful,EE. UU.,UT,Pacific Asia
3984,Corporate,Kent,EE. UU.,WA,Pacific Asia
5270,Corporate,Chicago,EE. UU.,IL,Pacific Asia
10966,Corporate,Plymouth,EE. UU.,MA,Pacific Asia
1868,Corporate,Far Rockaway,EE. UU.,NY,Pacific Asia
17446,Corporate,Houston,EE. UU.,TX,Pacific Asia
10071,Corporate,Philadelphia,EE. UU.,PA,Pacific Asia
1271,Corporate,Simi Valley,EE. UU.,CA,Pacific Asia
11930,Corporate,Detroit,EE. UU.,MI,Pacific Asia
20529,Corporate,Garden Grove,EE. UU.,CA,Pacific Asia
8358,Corporate,San Diego,EE. UU.,CA,Pacific Asia
7705,Corporate,Chicago,EE. UU.,IL,Pacific Asia
17392,Corporate,Placentia,EE. UU.,CA,Pacific Asia
18276,Corporate,San Jose,EE. UU.,CA,Pacific Asia
7795,Corporate,Honolulu,EE. UU.,HI,Pacific Asia
20655,Corporate,Mentor,EE. UU.,OH,Pacific Asia
2454,Corporate,Santa Clara,EE. UU.,CA,Pacific Asia
150,Corporate,Union,EE. UU.,NJ,Pacific Asia
10671,Corporate,Long Beach,EE. UU.,CA,Pacific Asia
11924,Corporate,Westminster,EE. UU.,CA,Pacific Asia
16086,Corporate,Pompano Beach,EE. UU.,FL,Pacific Asia
4398,Consumer,Azusa,EE. UU.,CA,Africa
5687,Consumer,Fort Lauderdale,EE. UU.,FL,Africa
8534,Consumer,San Antonio,EE. UU.,TX,Africa
3372,Consumer,Princeton,EE. UU.,NJ,Africa
10927,Consumer,Perth Amboy,EE. UU.,NJ,Africa
3597,Consumer,Miami,EE. UU.,FL,Africa
2052,Consumer,Loveland,EE. UU.,OH,Africa
4399,Consumer,Virginia Beach,EE. UU.,VA,Africa
185,Consumer,Louisville,EE. UU.,KY,Africa
3441,Consumer,Lockport,EE. UU.,NY,Africa
11947,Consumer,Chicago,EE. UU.,IL,Africa
1555,Consumer,Staten Island,EE. UU.,NY,Africa
9399,Consumer,Tucson,EE. UU.,AZ,Africa
2792,Consumer,Plymouth,EE. UU.,MA,Africa
10118,Consumer,Cleveland,EE. UU.,OH,Africa
8544,Consumer,Bronx,EE. UU.,NY,Africa
4296,Consumer,Webster,EE. UU.,NY,Africa
4391,Consumer,Stockton,EE. UU.,CA,Africa
2882,Consumer,Amarillo,EE. UU.,TX,Africa
3283,Consumer,Martinsburg,EE. UU.,WV,Africa
397,Consumer,Cumberland,EE. UU.,MD,Africa
4104,Consumer,Pekin,EE. UU.,IL,Africa
12214,Consumer,Tallahassee,EE. UU.,FL,Africa
10699,Consumer,Jacksonville,EE. UU.,FL,Africa
2091,Consumer,Woonsocket,EE. UU.,RI,Africa
10474,Consumer,Stockton,EE. UU.,CA,Africa
7504,Consumer,Lithonia,EE. UU.,GA,Africa
7518,Consumer,Oak Lawn,EE. UU.,IL,Europe
1738,Consumer,Detroit,EE. UU.,MI,Europe
1622,Consumer,Alhambra,EE. UU.,CA,Europe
1325,Consumer,New Haven,EE. UU.,CT,Europe
5505,Consumer,North Tonawanda,EE. UU.,NY,Europe
4210,Consumer,Phoenix,EE. UU.,AZ,Europe
11229,Consumer,Kenner,EE. UU.,LA,Europe
9385,Consumer,Washington,EE. UU.,PA,Europe
900,Consumer,Holland,EE. UU.,MI,Europe
6217,Consumer,Morrisville,EE. UU.,PA,Europe
9466,Consumer,Memphis,EE. UU.,TN,Europe
4596,Consumer,Federal Way,EE. UU.,WA,Europe
5206,Consumer,San Diego,EE. UU.,CA,Europe
2823,Consumer,Chicago,EE. UU.,IL,Europe
10408,Consumer,Los Angeles,EE. UU.,CA,Europe
11011,Consumer,Bronx,EE. UU.,NY,Europe
40,Consumer,Long Beach,EE. UU.,CA,Europe
11636,Consumer,Chicago,EE. UU.,IL,Europe
7454,Corporate,West Covina,EE. UU.,CA,LATAM
5138,Corporate,Ventura,EE. UU.,CA,LATAM
8696,Corporate,Washington,EE. UU.,DC,LATAM
2329,Corporate,Valrico,EE. UU.,FL,LATAM
12431,Corporate,Kaneohe,EE. UU.,HI,LATAM
10860,Corporate,Ventura,EE. UU.,CA,LATAM
12094,Corporate,Brooklyn,EE. UU.,NY,LATAM
5088,Corporate,Oceanside,EE. UU.,CA,LATAM
2200,Corporate,Fort Worth,EE. UU.,TX,LATAM
3997,Corporate,Brooklyn,EE. UU.,NY,LATAM
8746,Corporate,Cleveland,EE. UU.,OH,LATAM
3687,Corporate,Philadelphia,EE. UU.,PA,LATAM
9162,Corporate,Lodi,EE. UU.,CA,LATAM
8993,Corporate,Bakersfield,EE. UU.,CA,LATAM
5875,Corporate,Philadelphia,EE. UU.,PA,LATAM
2502,Corporate,Long Beach,EE. UU.,CA,LATAM
9563,Corporate,San Jose,EE. UU.,CA,LATAM
7259,Corporate,Murfreesboro,EE. UU.,TN,LATAM
3131,Corporate,Carlsbad,EE. UU.,CA,LATAM
4140,Corporate,Hamilton,EE. UU.,OH,LATAM
4539,Corporate,Houston,EE. UU.,TX,LATAM
6071,Corporate,New York,EE. UU.,NY,LATAM
8730,Corporate,Hayward,EE. UU.,CA,LATAM
9634,Corporate,Bridgeton,EE. UU.,NJ,LATAM
8010,Corporate,Martinsburg,EE. UU.,WV,LATAM
3484,Corporate,Bay Shore,EE. UU.,NY,LATAM
7307,Corporate,Palatine,EE. UU.,IL,LATAM
1975,Corporate,Smyrna,EE. UU.,GA,LATAM
629,Corporate,Van Nuys,EE. UU.,CA,LATAM
11753,Corporate,Opa Locka,EE. UU.,FL,LATAM
5375,Corporate,Los Angeles,EE. UU.,CA,LATAM
1695,Corporate,Saint Paul,EE. UU.,MN,LATAM
9884,Corporate,Edison,EE. UU.,NJ,LATAM
8498,Corporate,Baytown,EE. UU.,TX,LATAM
7534,Corporate,Sylmar,EE. UU.,CA,LATAM
123,Corporate,Bend,EE. UU.,OR,LATAM
8925,Corporate,Opa Locka,EE. UU.,FL,LATAM
5981,Corporate,Burnsville,EE. UU.,MN,LATAM
7347,Corporate,Huntington Station,EE. UU.,NY,LATAM
19445,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19444,Corporate,Sunnyvale,EE. UU.,CA,Pacific Asia
19443,Corporate,Sugar Land,EE. UU.,TX,Pacific Asia
19442,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19441,Corporate,Brighton,EE. UU.,MA,Pacific Asia
19440,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19439,Corporate,Garden Grove,EE. UU.,CA,Pacific Asia
19438,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19437,Corporate,Bismarck,EE. UU.,ND,Pacific Asia
19436,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19435,Consumer,Gaithersburg,EE. UU.,MD,Pacific Asia
19434,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19433,Corporate,Bismarck,EE. UU.,ND,Pacific Asia
19432,Corporate,Honolulu,EE. UU.,HI,Pacific Asia
19431,Corporate,Lilburn,EE. UU.,GA,Pacific Asia
19430,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19429,Consumer,Virginia Beach,EE. UU.,VA,Pacific Asia
19428,Consumer,Azusa,EE. UU.,CA,Pacific Asia
19427,Corporate,Long Beach,EE. UU.,CA,Pacific Asia
19426,Consumer,Bronx,EE. UU.,NY,Pacific Asia
19425,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19424,Consumer,Provo,EE. UU.,UT,Pacific Asia
19423,Consumer,Columbia,EE. UU.,TN,Pacific Asia
19422,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19421,Consumer,Stockton,EE. UU.,CA,Pacific Asia
19420,Home Office,Marietta,EE. UU.,GA,Pacific Asia
19419,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19418,Consumer,Holland,EE. UU.,MI,Pacific Asia
19417,Home Office,Rio Grande,Puerto Rico,PR,Pacific Asia
19416,Home Office,Brooklyn,EE. UU.,NY,Pacific Asia
19415,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19414,Corporate,Denver,EE. UU.,CO,Pacific Asia
19413,Corporate,Taylor,EE. UU.,MI,Pacific Asia
19412,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19411,Corporate,Chicago,EE. UU.,IL,Pacific Asia
19410,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19409,Corporate,Detroit,EE. UU.,MI,Pacific Asia
19408,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19407,Consumer,Murfreesboro,EE. UU.,TN,Pacific Asia
19406,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19405,Corporate,Cleveland,EE. UU.,OH,Pacific Asia
19404,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19403,Corporate,Lockport,EE. UU.,NY,Pacific Asia
19402,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19401,Corporate,Saint Charles,EE. UU.,MO,Pacific Asia
19400,Corporate,Los Angeles,EE. UU.,CA,Pacific Asia
19399,Home Office,Cupertino,EE. UU.,CA,Pacific Asia
19398,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19397,Home Office,Springfield,EE. UU.,MO,Pacific Asia
19396,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19395,Home Office,Mission Viejo,EE. UU.,CA,Pacific Asia
19394,Home Office,Los Angeles,EE. UU.,CA,Pacific Asia
19393,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19392,Home Office,Roswell,EE. UU.,GA,Pacific Asia
19391,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19390,Home Office,Ypsilanti,EE. UU.,MI,Pacific Asia
19389,Corporate,Brooklyn,EE. UU.,NY,Pacific Asia
19388,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19387,Corporate,Peoria,EE. UU.,AZ,Pacific Asia
19386,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19385,Corporate,Garden Grove,EE. UU.,CA,Pacific Asia
19384,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19383,Corporate,Clementon,EE. UU.,NJ,Pacific Asia
19382,Corporate,Memphis,EE. UU.,TN,Pacific Asia
19381,Consumer,Antioch,EE. UU.,TN,Pacific Asia
19380,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19379,Home Office,Salt Lake City,EE. UU.,UT,Pacific Asia
19378,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19377,Consumer,Bakersfield,EE. UU.,CA,Pacific Asia
19376,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19375,Consumer,Granada Hills,EE. UU.,CA,Pacific Asia
19374,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19373,Home Office,Tallahassee,EE. UU.,FL,Pacific Asia
19372,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19371,Home Office,Hempstead,EE. UU.,NY,Pacific Asia
19370,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19369,Corporate,Astoria,EE. UU.,NY,Pacific Asia
19368,Consumer,Gilroy,EE. UU.,CA,Pacific Asia
19367,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19366,Consumer,Azusa,EE. UU.,CA,Pacific Asia
19365,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
19364,Consumer,Lenoir,EE. UU.,NC,Pacific Asia
19363,Consumer,Columbus,EE. UU.,OH,Pacific Asia
19362,Consumer,Albany,EE. UU.,OR,Pacific Asia
19361,Consumer,Humacao,Puerto Rico,PR,Pacific Asia
19360,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19359,Corporate,Lindenhurst,EE. UU.,NY,Pacific Asia
19358,Corporate,Elyria,EE. UU.,OH,Pacific Asia
19357,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19356,Consumer,Riverside,EE. UU.,CA,Pacific Asia
19355,Corporate,Caguas,Puerto Rico,PR,Pacific Asia
19354,Home Office,Carson,EE. UU.,CA,Pacific Asia
19353,Consumer,Mesa,EE. UU.,AZ,Pacific Asia
19352,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
19351,Home Office,Honolulu,EE. UU.,HI,Pacific Asia
19350,Consumer,Caguas,Puerto Rico,PR,Pacific Asia
12069,Home Office,Caguas,Puerto Rico,PR,LATAM
9597,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
9467,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
2546,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
2240,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
11650,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
10368,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
6489,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
10533,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
11292,Home Office,Caguas,Puerto Rico,PR,USCA
47,Home Office,Caguas,Puerto Rico,PR,USCA
6405,Home Office,Caguas,Puerto Rico,PR,USCA
2426,Home Office,Caguas,Puerto Rico,PR,USCA
8133,Home Office,Caguas,Puerto Rico,PR,Africa
1429,Home Office,Caguas,Puerto Rico,PR,Africa
9120,Home Office,Caguas,Puerto Rico,PR,Europe
12221,Home Office,Caguas,Puerto Rico,PR,Europe
9415,Home Office,Caguas,Puerto Rico,PR,Europe
724,Home Office,Caguas,Puerto Rico,PR,Europe
8897,Home Office,Caguas,Puerto Rico,PR,Europe
7112,Home Office,Caguas,Puerto Rico,PR,Europe
1086,Home Office,Caguas,Puerto Rico,PR,Europe
2916,Home Office,Caguas,Puerto Rico,PR,Europe
11339,Home Office,Caguas,Puerto Rico,PR,LATAM
10166,Home Office,Caguas,Puerto Rico,PR,LATAM
3091,Home Office,Caguas,Puerto Rico,PR,LATAM
1070,Home Office,Caguas,Puerto Rico,PR,LATAM
6871,Home Office,Caguas,Puerto Rico,PR,LATAM
2339,Home Office,Caguas,Puerto Rico,PR,LATAM
4232,Home Office,Caguas,Puerto Rico,PR,LATAM
8986,Home Office,Caguas,Puerto Rico,PR,LATAM
6491,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
5564,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
7955,Home Office,Caguas,Puerto Rico,PR,Pacific Asia
